Id,Scientific,Longitude,Latitude,LocalityNa,Source
883389000,Carya texana,-91.033333,38.55,"WashingtonWashington,US",GBIF
811857510,Carya texana,-91.77389,36.17399,"FranklinArkansas,US",GBIF
811857509,Carya texana,-97.06074,35.25772,"Tecumseh, 7 mi WOklahoma,US",GBIF
730579564,Carya texana,-92.79361,38.14617,"Hurricane Deck, 1 mi NMissouri,US",GBIF
683960561,Carya texana,-95.207886,35.767513,"On Maynard Bayou, 2 mi S, 2.5 mi E on State 10 from Fort GibsonOklahoma,US",GBIF
683960557,Carya texana,-91.96722,35.54194,"Tumbling ShoalsArkansas,US",GBIF
623648106,Carya texana,-92.300419,38.230196,"St Elizabeth, 2.5 mi SWMissouri,US",GBIF
623648101,Carya texana,-94.46236,37.56824,"Iantha, 5 mi NWMissouri,US",GBIF
3084164312,Carya texana,-94.596227,35.948203,"3 1/2 mi. S. of Westville on U. S. 59.Oklahoma,US",GBIF
623647957,Carya texana,-94.82106,35.59488,"Marble City, 1 mi NOklahoma,US",GBIF
623648087,Carya texana,-94.647438,35.857347,"Stilwell, 3 mi N on US 59Oklahoma,US",GBIF
623648086,Carya texana,-94.680872,31.874401,"Mount Enterprise, 3 mi STexas,US",GBIF
623648085,Carya texana,-94.587594,36.330681,"Maysville, 5 mi S on Hwy 99Arkansas,US",GBIF
623648050,Carya texana,-90.310472,37.344438,"Cherokee Pass, 10 mi S, 0.3 mi W on US 67Missouri,US",GBIF
623647955,Carya texana,-90.663414,36.044562,"Walcott; Crowleys Ridge State ParkArkansas,US",GBIF
730579594,Carya texana,-91.62625,35.55008,"Pleasant PlainsArkansas,US",GBIF
623648029,Carya texana,-97.516804,33.94028,"Courtney, 0.5 mi WOklahoma,US",GBIF
623648028,Carya texana,-91.79083,33.62889,"Monticello, Arkansas A & M College FarmArkansas,US",GBIF
623648117,Carya texana,-95.11904,36.089039,"Peggs, 0.5 mi N, 1 mi W on State 82Oklahoma,US",GBIF
3084164332,Carya texana,-95.067718,36.355525,"3 mi. W. of Spavinaw on State 20.Oklahoma,US",GBIF
730579570,Carya texana,-95.11718,35.60179,"Gore, 5 mi NOklahoma,US",GBIF
623647982,Carya texana,-94.701197,36.802198,"Wyandotte, 1 mi E on State 10Oklahoma,US",GBIF
623647981,Carya texana,-92.167983,36.16199,"AR 5, 2.5 mi NW of Calico RockArkansas,US",GBIF
623647905,Carya texana,-94.777515,36.871377,"Miami, 5.5 mi E on State 10Oklahoma,US",GBIF
623647971,Carya texana,-92.02293,37.49486,"Success, 5 mi NEMissouri,US",GBIF
623647960,Carya texana,-93.00066,37.64386,"Buffalo, 5 mi EMissouri,US",GBIF
623647942,Carya texana,-92.934756,35.122099,"Morrilton, Petit Jean State Park, top of Petit Jean MountainArkansas,US",GBIF
623647941,Carya texana,-94.271954,35.257525,"Fort Chaffee Army Base, Vache Grasse Creek at S boundary roadArkansas,US",GBIF
623647926,Carya texana,-94.797728,36.168827,"Little Kansas, 2.5 mi SOklahoma,US",GBIF
623647911,Carya texana,-96.67806,34.91951,"Ada, 10 mi NOklahoma,US",GBIF
623647904,Carya texana,-94.541445,38.999298,"Swope ParkMissouri,US",GBIF
623648119,Carya texana,-94.920157,35.74971,"Illinois River at Standing Rock, 8.5 mi S on State 82 from jct with US 62Oklahoma,US",GBIF
623647897,Carya texana,-95.026597,36.003814,"Gideon, 0.5 mi S on State 82Oklahoma,US",GBIF
4089500341,Carya texana,-95.769412,32.90461,"Prairie Grove Church and Cemetary, community of Sand Flat, W side of FM 275, 1.7 mi N of jct. w/ TX Hwy 19 on N side of EmoryTexas,US",GBIF
4089497333,Carya texana,-95.904316,32.814326,"Just below Lake Tawakoni dam, N/E side of Sabine River and E of FM 47; ca. 8 air mi. N of EdgewoodTexas,US",GBIF
4081336532,Carya texana,-90.26023,38.36293,"Miles Cemetary Hill Prairie Nature Preserve. Overlooking valley of the Mississippi River.Illinois,US",GBIF
4081312135,Carya texana,-88.158369,39.395222,"Fox Ridge State Park: ridge E of Eagle's Nest. Legal: T11N R9E S14Illinois,US",GBIF
4061994817,Carya texana,-90.36466,37.28776,"Coldwater Conservation Area botanical survey. ""Chert forest"" area. Dry-mesic open canopy mixed pine-hardwoods along access road.Missouri,US",GBIF
4061447589,Carya texana,-99.319167,29.859722,"Along road FM 2107, 2.7 miles west of intersection with Texas route 16. At crossing of Medina River.Texas,US",GBIF
4042679297,Carya texana,-90.4,38.07,"""Jefferson Co.,Missouri"",US",GBIF
4006625642,Carya texana,-89.485324,38.339214,"Illinois,US",GBIF
3986150829,Carya texana,-94.206163,36.032173,"Arkansas,US",GBIF
3979563799,Carya texana,-97.983983,29.41485,"Reeves property, south of Seguin, west of Old Colony Road. Near fence in post oak woods.Texas,US",GBIF
3978747918,Carya texana,-95.924659,32.04904,"2.5 miles east of Cross Roads on Farm Road 59Texas,US",GBIF
3978744916,Carya texana,-96.654886,31.536745,"1.4 miles W of Limestone Co. Road 110 on Tex. Hwy 7, 2.7 miles W of Farm Road 2749Texas,US",GBIF
3978724768,Carya texana,-96.296417,31.004361,"3.5 mi. N of FM 1940 from JCT withTX OSR.Texas,US",GBIF
3969641134,Carya texana,-93.685994,30.634753,"Hext Ranch off FM 1416 ca. 8.5mi. SW of Bonweir. 9341958W 3038511N.Texas,US",GBIF
3969548149,Carya texana,-95.1,33.175,"Lake Monticello; NE of Winfield. Lat. 33°10'30"" Long. 95°6'00""; SA-ZTexas,US",GBIF
3969548149,Carya texana,-95.1,33.129167,"Lake Monticello; NE of Winfield. Lat. 33°10'30"" Long. 95°6'00""; SA-ZTexas,US",GBIF
3969546050,Carya texana,-94.166667,30.25,"Village Creek State Park, E edge of Lumberton. High alluvial terrace overlooking Village Creek near group cabin and canoe launch.Texas,US",GBIF
3969761777,Carya texana,-95.083333,33.75,"Lennox Woods Nature Preserve, 10 mi N of Clarksville on SH 37, 1.5 mi W along FM 2118 (to Mt. Pleasant community), and 1 mi S along county road. South lowland area of Preserve; terraces along Pecan Bayou and main steep-banked oxbows.Texas,US",GBIF
3969520575,Carya texana,-95.70961,32.385484,"Van Zandt Co. DD Lat: 32.385484 DD Long: -95.70961.Texas,US",GBIF
3925842696,Carya texana,-89.982879,34.720447,"1 mi N of Coldwater RiverMississippi,US",GBIF
3912108732,Carya texana,-90.542975,38.98092,"Illinois,US",GBIF
3902309863,Carya texana,-96.491969,33.714479,"Texas,US",GBIF
3897110677,Carya texana,-90.577903,36.186403,"Crowley's Ridge. T18N R5E NE 19. On Scattercreek Rd. 1, 1.2 mi. N. of Hwy. 34.Arkansas,US",GBIF
3897110672,Carya texana,-90.620565,34.606805,"Crowley's Ridge. T1S R5E SE NW 18 1 mi. N. Storm Creek Dam RidgeArkansas,US",GBIF
3897110367,Carya texana,-90.677377,35.401933,"Crowley's Ridge. T9N R4E E1/2 of NW & SW 16. 1.75 mi. N. of Birdeye.Arkansas,US",GBIF
3892526356,Carya texana,-92.336493,34.747443,"Arkansas,US",GBIF
3892524375,Carya texana,-92.81737,36.485341,"Arkansas,US",GBIF
3892485334,Carya texana,-93.325965,35.222784,"Arkansas,US",GBIF
3892398315,Carya texana,-93.843521,35.368715,"Arkansas,US",GBIF
3892333312,Carya texana,-92.890609,34.632765,"Arkansas,US",GBIF
3860724953,Carya texana,-91.083889,38.766604,"Missouri,US",GBIF
3829938833,Carya texana,-90.268107,38.21236,"East of Chalfin BridgeIllinois,US",GBIF
3773638709,Carya texana,-98.693212,29.756225,"Texas,US",GBIF
3773537766,Carya texana,-96.221205,30.56501,"Texas,US",GBIF
3772948901,Carya texana,-95.73418,30.577773,"Texas,US",GBIF
3766332851,Carya texana,-93.61796,31.37296,"LITTLE FLOCK CHURCH, NEAR MANY, LA.Louisiana,US",GBIF
3759145670,Carya texana,-97.55004,30.028472,"Texas,US",GBIF
3698777474,Carya texana,-91.328732,33.248933,"Eight miles south of Lake Village. T17S R2W S5 SE4 NE4Arkansas,US",GBIF
3466308971,Carya texana,-90.07583,40.174361,"Illinois,US",GBIF
3466218139,Carya texana,-88.263804,37.575856,"Illinois,US",GBIF
3456987136,Carya texana,-90.619863,38.547298,"Missouri,US",GBIF
3435799823,Carya texana,-93.450212,34.400762,"Ouachita Mountains. USGS Bonnerdale 7.5' Quad. Pigeon Roost Mountain. Caddo Rifle Range Road, just east of junction with Pigeon Roost Road. TRS: T4S R23W S9 SE corner & S10 SW4 & S15 NW4 & S16 NE4Arkansas,US",GBIF
3435793464,Carya texana,-94.3724,35.07406,"Arkansas Valley. Scattered High Ridges and Mountains Ecoregion. USGS Huntington 7.5' Quad. Midland Peak (Sugarloaf Mountain). Along dirt road to summit.Arkansas,US",GBIF
